Nome: PORTO ALEGRE
Codigo Estacao: 83967
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 2015-01-01
Data Final: 2025-09-18
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2021-11-17;7;20,7;15,2;1,6;
2021-11-18;5,4;18,9;15,3;1,5;
2021-11-19;,3;24,8;16,4;1,4;
2021-11-20;0;30,3;12,6;1,8;
2021-11-21;0;32,8;15,3;1,4;
2021-11-22;0;36,5;17,8;1,6;
2021-11-23;0;27,9;18,9;1,6;
2021-11-24;0;30;14,9;2;
2021-11-25;0;34,5;16,1;1,1;
2021-11-26;17;24,7;20,3;2;
2021-11-27;25,8;26,5;20,2;1,6;
2021-11-28;,2;27,2;20;1,2;
2021-11-29;0;27,3;21,5;3,3;
2021-11-30;0;27,8;20,6;2,3;
2021-12-01;8,2;25,3;18,8;1,8;
2021-12-02;2,2;25,7;15,5;2,1;
2021-12-03;0;27,1;16,6;2,8;
2021-12-04;0;30,4;18,3;1,9;
2021-12-05;0;27,8;20;2,3;
2021-12-06;60,4;26,5;18,1;2,3;
2021-12-07;,8;26,1;16,3;2,4;
2021-12-08;,2;27,1;15,8;2,1;
2021-12-09;1,5;26;17,4;1,8;
2021-12-10;0;27;15,5;1,9;
2021-12-11;0;28,1;17,4;1,8;
2021-12-12;0;32,5;18,8;2;
2021-12-13;0;33,6;21,2;1,6;
2021-12-14;4,3;25,3;20,8;2,5;
2021-12-15;9,4;27,6;20,8;2;
2021-12-16;0;27,5;21,2;1,7;
2021-12-17;0;28,6;19,4;2,2;
2021-12-18;,2;26,4;19,8;2,8;
2021-12-19;0;31;19,1;1,8;
2021-12-20;0;34,1;19,6;1,5;
2021-12-21;0;31,7;21;1,5;
2021-12-22;,3;28,5;22,2;1,9;
2021-12-23;0;27,9;18,1;2,1;
2021-12-24;0;29,3;18,4;2,1;
2021-12-25;0;32,6;17,7;2;
2021-12-26;0;30,6;19,4;1,1;
2021-12-27;0;33,8;18,4;2,1;
2021-12-28;0;31,6;20,7;2;
2021-12-29;0;30,6;19,2;2,6;
2021-12-30;0;33,4;19,8;2,2;
2021-12-31;0;35,4;21,8;2;
2022-01-01;0;36;21,5;1,2;
2022-01-02;0;37;21,4;1,2;
2022-01-03;12;35;22,9;1,5;
2022-01-04;,3;30,7;24,6;1,1;
2022-01-05;20,6;26,4;20,8;1,3;
2022-01-06;32;27,3;17,7;2,1;
2022-01-07;0;27,3;17,4;2,9;
2022-01-08;0;28,6;18,8;3,2;
2022-01-09;0;28,6;18,7;2,4;
2022-01-10;0;30,8;18,8;1,8;
2022-01-11;0;33,4;19,7;1,7;
2022-01-12;0;33,8;20,2;2,1;
2022-01-13;0;34,8;19,9;2,2;
2022-01-14;0;37,8;21,3;1,6;
2022-01-15;0;37,6;25;1,7;
2022-01-16;0;40,1;24;2,6;
2022-01-17;19,5;36,4;22,5;2,8;
2022-01-18;33,4;27,8;22,1;1,1;
2022-01-19;,2;37,6;22,2;1,4;
2022-01-20;0;36,5;24;,8;
2022-01-21;0;35,8;23,9;1,8;
2022-01-22;0;39,5;24,3;1,6;
2022-01-23;0;37,3;24,8;1,1;
2022-01-24;4,7;36,6;25,1;1,4;
2022-01-25;0;36,6;24,4;1,3;
2022-01-26;0;36,8;23,3;1,4;
2022-01-27;70,7;25;21,3;2,1;
2022-01-28;,7;26,6;18,4;2,4;
2022-01-29;0;27,6;18;2,4;
2022-01-30;0;29,7;19,7;2,4;
2022-01-31;0;32,9;20,2;1,6;
2022-02-01;2,6;29;21,5;2,1;
2022-02-02;0;34,2;19,6;1,2;
2022-02-03;0;37,3;22,4;1,4;
2022-02-04;0;31,1;24,8;2,1;
2022-02-05;0;31,6;23;2,1;
2022-02-06;5,5;27,5;21,9;2,2;
2022-02-07;0;26,8;18,2;1,9;
2022-02-08;0;27,5;18,2;1,6;
2022-02-09;0;29;18,4;1,7;
2022-02-10;0;32,2;19,8;1,7;
2022-02-11;0;34,3;21;1,7;
2022-02-12;0;34,5;21,4;1,4;
2022-02-13;1,2;26;20,8;1,1;
2022-02-14;1,5;29;17,8;1,6;
2022-02-15;0;31,5;18,1;1,4;
2022-02-16;0;33,8;18,6;1,5;
2022-02-17;0;31,9;19,1;1,7;
2022-02-18;0;30,9;21;2,4;
2022-02-19;0;32,4;19;1,3;
2022-02-20;0;34,4;19,9;1,3;
2022-02-21;3,8;30,9;21,4;1,3;
2022-02-22;2,6;29,3;23,8;1,6;
2022-02-23;,4;30,4;20,2;1,4;
2022-02-24;0;33,6;20;2,3;
2022-02-25;,2;34,5;22,4;1,8;
2022-02-26;0;35,6;24,8;1,5;
2022-02-27;0;36,2;24;1,4;
2022-02-28;5;28,7;22;1,5;
2022-03-01;8;26,2;22;1,6;
2022-03-02;0;31,8;21,4;1,5;
2022-03-03;0;32,3;20,9;1,6;
2022-03-04;0;34,3;18,9;1,2;
2022-03-05;0;36,6;22,6;1,3;
2022-03-06;,7;32,9;22,2;,6;
2022-03-07;57,2;35,2;21,4;1,3;
2022-03-08;4,6;28,5;21,3;1,2;
2022-03-09;0;30,7;22,1;2,3;
2022-03-10;8;30;22,6;1,8;
2022-03-11;10,9;22,8;19,8;1,3;
2022-03-12;8,2;24,3;15,4;1,5;
2022-03-13;,6;20,9;18,4;2;
2022-03-14;,9;23,9;18,7;1,8;
2022-03-15;2,1;26,9;20,1;1,3;
2022-03-16;,2;26,6;20,3;1,5;
2022-03-17;0;30,5;17,5;1,1;
2022-03-18;0;33,8;19,9;1;
2022-03-19;2,2;27,8;17,8;1,9;
2022-03-20;1,2;21,8;16,7;2;
2022-03-21;0;25,5;14,9;2,3;
2022-03-22;0;30,2;17,6;1,6;
2022-03-23;3;27,2;19,9;1,2;
2022-03-24;29,9;26,4;20,2;1,4;
2022-03-25;0;25,6;17,8;1,7;
2022-03-26;0;22;16,5;2,1;
2022-03-27;0;27,2;17,1;1,5;
2022-03-28;0;29,5;16,8;1,2;
2022-03-29;0;33,6;17;1,2;
2022-03-30;50;26,7;16,2;1,5;
2022-03-31;1,8;21,8;11,4;1,8;
2022-04-01;3,2;22;10,6;1,4;
2022-04-02;0;26,6;14,8;2,3;
2022-04-03;2;21;17,8;,8;
2022-04-04;42,3;23,3;18,1;,7;
2022-04-05;4,8;25;18,2;1,2;
2022-04-06;0;27,5;16,1;1,5;
2022-04-07;0;24,4;17,1;,9;
2022-04-08;4,2;23,2;19,7;1;
2022-04-09;,2;24,3;19;1,3;
2022-04-10;,2;29;19,1;1,6;
2022-04-11;0;25,9;20,6;1,3;
2022-04-12;,7;25,9;19,9;1;
2022-04-13;,2;24,4;19,9;1,5;
2022-04-14;,4;22,7;15,8;1,8;
2022-04-15;0;21,1;13;1,1;
2022-04-16;,4;22,6;13,2;1,1;
2022-04-17;0;23,8;14;1,2;
2022-04-18;0;26,3;16,2;1,4;
2022-04-19;0;28;14,4;1,2;
2022-04-20;,1;27,6;14,1;1,4;
2022-04-21;,1;28;14,6;1;
2022-04-22;0;28,5;16,3;1,7;
2022-04-23;,6;23,3;16,7;2,1;
2022-04-24;0;27,2;10,8;1,1;
2022-04-25;0;28,5;16,7;2,1;
2022-04-26;21,2;26,5;19;1,1;
2022-04-27;0;34;20,8;1,4;
2022-04-28;0;22,5;16,4;1,6;
2022-04-29;27,8;21,2;13,4;1,1;
2022-04-30;0;21,4;11,1;1,9;
2022-05-01;13,5;22;15,8;1,2;
2022-05-02;,1;18,2;13,6;1,7;
2022-05-03;20,4;19;14,1;1,3;
2022-05-04;21,4;20;17,3;2,4;
2022-05-05;13,3;23,3;14,7;1,1;
2022-05-06;0;23,5;13,7;1;
2022-05-07;0;23,1;11,7;1,1;
2022-05-08;0;24,2;11,2;,8;
2022-05-09;,1;26,1;12,3;1;
2022-05-10;0;21,8;13,9;,8;
2022-05-11;13,1;19,4;15,8;1,5;
2022-05-12;,1;21,3;12,9;1,3;
2022-05-13;0;22,5;9,9;1;
2022-05-14;0;21,5;12,5;,6;
2022-05-15;15,2;17,9;14,6;1,6;
2022-05-16;2,9;15;9,7;2,8;
2022-05-17;0;13,6;9,2;3,3;
2022-05-18;18,9;18,5;9,5;2,4;
2022-05-19;6,4;18,4;11,1;1,3;
2022-05-20;0;17,2;10,3;1,3;
2022-05-21;,2;20,3;7,3;,8;
2022-05-22;0;21,3;10,2;,9;
2022-05-23;,2;24,4;10,1;,8;
2022-05-24;0;27;11,3;,9;
2022-05-25;0;28,7;13,7;1,9;
2022-05-26;1,6;20,9;16,3;1;
2022-05-27;9,1;18,4;15,5;1,1;
2022-05-28;6,1;19,8;16;1;
2022-05-29;11,8;18,4;14,2;1,3;
2022-05-30;1;17;9,8;1,2;
2022-05-31;0;14,2;5,2;1,3;
2022-06-01;0;12,2;4;,7;
2022-06-02;0;13,9;9,6;1,4;
2022-06-03;0;15,5;6,1;,6;
2022-06-04;0;20,5;9,7;1,3;
2022-06-05;0;17,7;14;,6;
2022-06-06;30,3;19,4;15,2;1,1;
2022-06-07;,9;19,6;14;1,5;
2022-06-08;0;21,6;13,1;1;
2022-06-09;,2;22,7;12;,6;
2022-06-10;0;16,6;10,4;1,7;
2022-06-11;,4;13,2;4,9;2,3;
2022-06-12;0;15,4;5,6;2;
2022-06-13;0;15,5;10;1,1;
2022-06-14;0;21,4;10,2;1,4;
2022-06-15;,1;22,4;8,2;,9;
2022-06-16;0;24,5;8,2;1;
2022-06-17;23,9;19;14,2;1,3;
2022-06-18;14,4;14,7;7,4;1,8;
2022-06-19;0;19,4;3,4;,6;
2022-06-20;,2;22,5;6;1;
2022-06-21;0;16,7;10,3;,9;
2022-06-22;9,3;15,3;13,4;,9;
2022-06-23;5,9;15,1;13,9;,8;
2022-06-24;,6;16,5;13,7;,7;
2022-06-25;4,8;15;10,8;,9;
2022-06-26;0;14,6;7,7;1,2;
2022-06-27;0;20;9,7;,5;
2022-06-28;0;23,5;13,5;1,6;
2022-06-29;10,6;17,9;9,9;2,3;
2022-06-30;0;17,5;6,8;1,3;
2022-07-01;,2;20,6;8,1;1,4;
2022-07-02;0;26,5;12,3;1,2;
2022-07-03;,6;15,6;11,9;1,5;
2022-07-04;3,7;22;14,7;,9;
2022-07-05;,7;21;14,8;1,7;
2022-07-06;0;26;14,3;1;
2022-07-07;0;22,5;15,6;1;
2022-07-08;5;15,9;13,6;2,3;
2022-07-09;0;25,3;13,6;1,6;
2022-07-10;0;25,1;14,7;,8;
2022-07-11;0;30,3;17,1;2,2;
2022-07-12;24;26,4;11;2,2;
2022-07-13;0;17,6;6,8;1,4;
2022-07-14;10,2;16,8;11;1,1;
2022-07-15;27;18,2;15,8;1,3;
2022-07-16;29,2;21,5;16,6;2;
2022-07-17;14,4;16,9;8,6;1,9;
2022-07-18;0;18,7;5,7;1;
2022-07-19;0;16,8;10,6;1;
2022-07-20;0;24,5;11,6;1;
2022-07-21;0;26,8;14,8;1,4;
2022-07-22;0;26,8;15,8;1,1;
2022-07-23;14,2;24,8;17,6;1;
2022-07-24;,6;28,1;15,6;,6;
2022-07-25;0;21,3;16,6;,9;
2022-07-26;,1;25,8;16,2;1;
2022-07-27;0;26,1;14,9;,6;
2022-07-28;0;24,4;16,2;1,5;
2022-07-29;24,7;16,8;10,1;2,7;
2022-07-30;0;18,1;9,4;1,2;
2022-07-31;0;22,2;8,2;1,1;
2022-08-01;,1;21;9,6;,9;
2022-08-02;0;17,8;12,6;1,4;
2022-08-03;1,4;25,7;13,9;1,5;
2022-08-04;1,7;25,2;16,2;1,3;
2022-08-05;17,5;18,1;12;1,5;
2022-08-06;0;16,4;6,9;1,7;
2022-08-07;0;17,2;12,3;2,2;
2022-08-08;1,2;16,6;13,7;2,2;
2022-08-09;9,5;14,3;12,1;2,6;
2022-08-10;17,2;18;11,4;1,9;
2022-08-11;,4;20;10,6;1,3;
2022-08-12;,2;23,7;10,7;,9;
2022-08-13;0;21,2;12,6;1,1;
2022-08-14;0;26,7;11,3;,9;
2022-08-15;4,2;19,8;17,2;1,5;
2022-08-16;30,7;17,4;13,1;1,1;
2022-08-17;0;25,6;11,8;,7;
2022-08-18;5,5;19,3;10;1,8;
2022-08-19;1,2;14,8;5,4;1,7;
2022-08-20;0;18;4;1,4;
2022-08-21;0;21;6,6;1,2;
2022-08-22;0;19,5;9;1,9;
2022-08-23;0;24,7;12,1;1;
2022-08-24;0;26,9;11,9;,8;
2022-08-25;0;30,1;14,1;,8;
2022-08-26;0;28,1;15,7;1,4;
2022-08-27;0;32,2;18,4;1,7;
2022-08-28;12,5;22,5;10,4;2;
2022-08-29;0;15,3;8;1,3;
2022-08-30;0;20,5;6,8;2,2;
2022-08-31;0;23,6;9,7;1;
2022-09-01;0;28,3;11;1;
2022-09-02;11,6;20,1;14,7;1,2;
2022-09-03;,2;16,1;8,5;1,6;
2022-09-04;0;19;6,3;1,3;
2022-09-05;0;22,4;8,5;1,8;
2022-09-06;,2;22;14,6;,9;
2022-09-07;,2;26,2;16;1,2;
2022-09-08;0;28,5;13,4;1,2;
2022-09-09;9,7;28,5;13,2;1,9;
2022-09-10;10,1;16,9;8,9;2,1;
2022-09-11;0;18,5;7,1;1,9;
2022-09-12;0;21,3;11;1;
2022-09-13;0;23,2;14,6;1,6;
2022-09-14;,2;21,2;14,4;1,5;
2022-09-15;3,4;20,2;14,8;2;
2022-09-16;,4;23,1;13,4;2,8;
2022-09-17;0;24;12,6;2,3;
2022-09-18;0;24,7;11,8;1,8;
2022-09-19;0;19;15,8;,9;
2022-09-20;21,5;23,5;14,4;1,4;
2022-09-21;0;19,4;14,4;2,2;
2022-09-22;1,9;20,5;11;2,7;
2022-09-23;6,6;20,2;8,6;2,6;
2022-09-24;0;21,2;8;1,5;
2022-09-25;0;24;12,4;1,4;
2022-09-26;0;25,1;15,8;1,2;
2022-09-27;0;26,7;14,8;1,8;
2022-09-28;0;22,1;14,4;2,4;
2022-09-29;0;21,2;12;2,6;
2022-09-30;,2;22,9;14,7;1,4;
2022-10-01;6,2;22;14,8;1;
2022-10-02;,1;22,6;14,2;1,1;
2022-10-03;,2;22,2;12,2;1,8;
2022-10-04;0;21,9;10,4;2;
2022-10-05;0;25,1;12,5;2,7;
2022-10-06;6,2;21,5;16,2;,8;
2022-10-07;10,5;23,4;15,9;2,1;
2022-10-08;0;26,8;12,3;1,7;
2022-10-09;0;21,5;11,6;1,5;
2022-10-10;,2;16,9;9,5;2,4;
2022-10-11;6;20,3;13;,7;
2022-10-12;5,9;20,5;15,4;,8;
2022-10-13;,3;26,5;14,8;1,4;
2022-10-14;0;20,2;15,4;3,1;
2022-10-15;0;22;14,8;3,4;
2022-10-16;1,4;25,8;17,1;1,5;
2022-10-17;0;25,5;15,6;1,8;
2022-10-18;0;22,1;17,2;2,9;
2022-10-19;0;26,1;17,5;1,8;
2022-10-20;0;26;17,3;1,7;
2022-10-21;,2;28,4;18;2,3;
2022-10-22;1;26,2;17,2;1,5;
2022-10-23;0;25,7;15,2;1,7;
2022-10-24;0;24,5;14,6;1,9;
2022-10-25;0;27,3;14,7;2,1;
2022-10-26;0;34,3;16,8;1,6;
2022-10-27;10,7;28,5;18,7;2,3;
2022-10-28;0;30,5;16;1,6;
2022-10-29;0;31,8;17,6;2,6;
2022-10-30;0;33,4;20,9;2,6;
2022-10-31;16,6;27;11,7;2,4;
2022-11-01;36,3;20;9,9;1,7;
2022-11-02;0;22,3;9,9;1,7;
2022-11-03;0;23,9;9,3;1,4;
2022-11-04;0;22,7;13,5;2,1;
2022-11-05;0;24,2;14;2,6;
2022-11-06;0;23,9;14,6;2,6;
2022-11-07;,7;23,2;14,1;1,6;
2022-11-08;10,1;20,5;14;1,7;
2022-11-09;1,1;23,7;13,5;1,1;
2022-11-10;,3;27;14;1,7;
2022-11-11;0;26,5;17;1,4;
2022-11-12;0;30,3;19,1;1,6;
2022-11-13;0;27,3;20,9;1,2;
2022-11-14;18,8;30,5;20;2,2;
2022-11-15;1;29,6;17,6;2,4;
2022-11-16;0;30,4;16,3;1,2;
2022-11-17;0;30,2;15,8;1,5;
2022-11-18;0;31;16,9;1,8;
2022-11-19;0;32,1;18;1,7;
2022-11-20;0;32,7;19,2;2;
2022-11-21;0;29,9;20,8;1,7;
2022-11-22;14,9;26,3;18,8;,8;
2022-11-23;4,9;27,5;18,4;1,1;
2022-11-24;0;28,7;16,6;1,7;
2022-11-25;0;28,5;16;2;
2022-11-26;0;29;18,2;2,5;
2022-11-27;0;29,6;21,2;3,8;
2022-11-28;0;28,1;19,8;4,5;
2022-11-29;,6;28,3;19,8;2,7;
2022-11-30;0;30,5;20,2;2,7;
2022-12-01;,4;32,6;21,9;1,1;
2022-12-02;0;35,3;22,4;2,4;
2022-12-03;2,2;29,8;22,6;1,8;
2022-12-04;,3;30,2;23,2;1,1;
2022-12-05;4,8;29,8;22,7;1,9;
2022-12-06;0;30,3;20,2;2,1;
2022-12-07;0;31,5;20,6;2,2;
2022-12-08;0;36;18,6;1,6;
2022-12-09;0;35,4;20,2;1,6;
2022-12-10;0;32,9;20,8;1,5;
2022-12-11;0;34,3;23,2;1,7;
2022-12-12;0;37,2;18,4;1,9;
2022-12-13;21,5;26,2;17,4;1,5;
2022-12-14;0;29,8;15,4;1,5;
2022-12-15;0;32,2;18,3;2,2;
2022-12-16;0;27,1;20,4;2,6;
2022-12-17;0;28,2;16,2;2,8;
2022-12-18;0;24,3;19,3;2,6;
2022-12-19;7,3;25,4;17,7;3,5;
2022-12-20;0;28,8;19;1,9;
2022-12-21;0;29;19;2,6;
2022-12-22;0;29,6;19;2,2;
2022-12-23;0;32,9;18,8;2;
2022-12-24;0;35;18,8;2;
2022-12-25;0;30,7;20,5;2;
2022-12-26;0;24;20,9;1,6;
2022-12-27;0;29,3;18,6;2,1;
2022-12-28;26,8;28,3;17;1,5;
2022-12-29;,2;28,9;19,2;1,9;
2022-12-30;0;32,4;16,6;1,6;
2022-12-31;0;36;19,6;1,9;
2023-01-01;0;36,6;21;1,3;
2023-01-02;0;33,6;24,5;1,8;
2023-01-03;10,1;30,5;21,6;1,5;
2023-01-04;0;33,1;20;1,8;
2023-01-05;0;33;19,3;1,6;
2023-01-06;0;30,1;19,2;2,6;
2023-01-07;0;29,9;18,8;2,7;
2023-01-08;0;30,9;19,6;1,8;
2023-01-09;0;32,2;19,8;1,9;
2023-01-10;0;32,2;20;1;
2023-01-11;,6;34,9;19;1,7;
2023-01-12;0;36,7;21;1,8;
2023-01-13;0;34,1;23;1,4;
2023-01-14;14,4;29,1;22;1,5;
2023-01-15;0;26,7;22,2;1,9;
2023-01-16;0;32,9;21,6;2;
2023-01-17;0;30,6;22;2,2;
2023-01-18;0;27,4;22,4;2,4;
2023-01-19;,2;31;23,5;2,8;
2023-01-20;0;34,1;22,4;2,2;
2023-01-21;0;36,5;22,2;1,2;
2023-01-22;9,9;34,1;22,7;1,9;
2023-01-23;0;35,5;22,3;1,1;
2023-01-24;0;35;21,4;1,8;
2023-01-25;0;36,8;22,9;1,6;
2023-01-26;0;37,9;22,4;1,2;
2023-01-27;6,5;37,2;21,7;1,5;
2023-01-28;0;37,9;21,4;1,1;
2023-01-29;10,7;30,5;21,6;2,8;
2023-01-30;0;33,8;21,6;1,4;
2023-01-31;0;35,5;22,2;1,5;
2023-02-01;0;34,1;23,1;1,6;
2023-02-02;0;33,6;22,9;2;
2023-02-03;0;30,6;23,1;1,3;
2023-02-04;11,9;29,5;22,3;1,6;
2023-02-05;1,3;29,3;19,4;1,8;
2023-02-06;,1;33,3;21,8;1,3;
2023-02-07;0;34,7;21;1,5;
2023-02-08;0;35,8;21,3;1,2;
2023-02-09;0;32,3;23,6;1,8;
2023-02-10;0;35,4;22,4;1,4;
2023-02-11;0;35,3;20;2,1;
2023-02-12;0;36,7;20,6;1,7;
2023-02-13;0;38,8;22,3;1,7;
2023-02-14;0;37;22;2,1;
2023-02-15;63,9;27,7;21,4;1;
2023-02-16;1,9;32,9;21,6;1,4;
2023-02-17;6,7;25,9;20;2,5;
2023-02-18;0;24,1;13,3;1,6;
2023-02-19;0;27,1;12;1,5;
2023-02-20;0;26,5;18,5;,4;
2023-02-21;17,6;29,2;19,8;1;
2023-02-22;,7;28,9;18,8;1,8;
2023-02-23;0;29,7;20,6;1,9;
2023-02-24;0;28,1;21,5;1,3;
2023-02-25;,8;27;20,1;1,2;
2023-02-26;8,8;30,4;18,4;,7;
2023-02-27;0;32;20,8;1,3;
2023-02-28;0;33,7;19;1,5;
2023-03-01;0;33,2;21,4;1,1;
2023-03-02;0;32,7;21,1;1,8;
2023-03-03;0;28,8;22,6;,9;
2023-03-04;9;31,2;22,4;1,1;
2023-03-05;3,9;28,2;21,4;1,7;
2023-03-06;3,1;27,5;22,5;1,7;
2023-03-07;7,6;28,7;21,8;1,3;
2023-03-08;4,6;33,3;22;1,7;
2023-03-09;0;33,9;23;1,9;
2023-03-10;3,2;32,8;23,2;1,5;
2023-03-11;0;32,5;24;1,5;
2023-03-12;0;32,5;23;2,1;
2023-03-13;0;33,3;23;2,5;
2023-03-14;0;34,3;23,1;,8;
2023-03-15;0;34,4;23,4;1,4;
2023-03-16;0;34,5;22,6;1,8;
2023-03-17;0;35,5;22;1,6;
2023-03-18;0;34,8;22;1,5;
2023-03-19;0;34,4;19,4;1,1;
2023-03-20;0;34,5;22,6;1,5;
2023-03-21;23,7;28,7;22,2;2,2;
2023-03-22;0;29;22,7;2,9;
2023-03-23;0;33,5;22,5;1,5;
2023-03-24;0;30,8;23,2;1,4;
2023-03-25;0;28,5;21;1,4;
2023-03-26;4,7;28,2;21,4;2;
2023-03-27;,4;26,8;18,4;1,5;
2023-03-28;0;32,2;17,6;1,3;
2023-03-29;0;35,5;20,6;2;
2023-03-30;34,7;28,4;18,3;,7;
2023-03-31;,4;31,7;20,6;1,9;
2023-04-01;,4;24,8;14,3;1,7;
2023-04-02;0;25,5;15,4;,8;
2023-04-03;0;30,1;15,3;2,2;
2023-04-04;0;26,2;17,8;1,2;
2023-04-05;0;26,7;19;2,1;
2023-04-06;0;23,7;18,4;1,8;
2023-04-07;0;25,3;18,6;2,2;
2023-04-08;0;25,2;19,2;1,4;
2023-04-09;0;30;17,8;1,4;
2023-04-10;0;32,7;19,2;1,4;
2023-04-11;0;33,5;19,2;5,1;
2023-04-12;0;33,9;21,5;1,6;
2023-04-13;10;23,4;18,6;1,2;
2023-04-14;,3;21,7;17,4;1,7;
2023-04-15;0;25;16,9;1,8;
2023-04-16;0;26,8;18,7;1,1;
2023-04-17;12,7;22,3;17,7;1,1;
2023-04-18;0;24,7;15,5;1,5;
2023-04-19;0;19,9;13,3;2,3;
2023-04-20;,4;21,7;10,4;1,5;
2023-04-21;0;26,4;11,6;1;
2023-04-22;0;27,4;13,8;1,3;
2023-04-23;0;27,6;11,2;,8;
2023-04-24;0;29,7;17,6;1,1;
2023-04-25;0;27,5;18,2;1,1;
2023-04-26;11,1;25,5;17,7;1,6;
2023-04-27;0;24,8;16,8;1,2;
2023-04-28;0;25,9;14,5;1,2;
2023-04-29;0;28,8;13,2;1;
2023-04-30;0;29,8;15,1;2,4;
2023-05-01;0;25,3;18;2,1;
2023-05-02;1,7;20,3;17,3;1,9;
2023-05-03;8,4;20;16,4;1,5;
2023-05-04;9;23,5;19,7;1,1;
2023-05-05;5,7;21,6;20,2;,9;
2023-05-06;57,1;23,3;19,7;,7;
2023-05-07;5,5;27,8;19,8;1,8;
2023-05-08;20;23;17,7;2;
2023-05-09;0;23,6;13,1;1,3;
2023-05-10;0;21,9;12,6;1,5;
2023-05-11;0;20,7;12,4;1,5;
2023-05-12;1;20,9;12,5;1,7;
2023-05-13;,1;21,9;10,2;1,4;
2023-05-14;0;23,4;11,6;1,3;
2023-05-15;0;25,1;12,6;1,4;
2023-05-16;0;24,2;11,8;1,5;
2023-05-17;,1;26,1;11,9;1,4;
2023-05-18;0;26,3;11,2;1;
2023-05-19;0;25,5;11,4;1,3;
2023-05-20;,2;24,3;13,3;,9;
2023-05-21;0;22,1;17,3;1;
2023-05-22;,2;22,2;16,7;,9;
2023-05-23;,2;28,8;15;1,1;
2023-05-24;0;30,1;15,5;1,1;
2023-05-25;0;30,2;15,8;1,2;
2023-05-26;0;28,4;16;1,8;
2023-05-27;4;23,4;17,3;1,9;
2023-05-28;1,6;19,8;13,5;1,6;
2023-05-29;0;19,8;10,8;2,1;
2023-05-30;0;23,2;13,3;1,4;
2023-05-31;0;23,8;12,7;1,5;
2023-06-01;0;24,5;12,3;1,3;
2023-06-02;0;28;12,8;1,3;
2023-06-03;0;26,4;12,3;2,6;
2023-06-04;0;26,9;14;1;
2023-06-05;,1;20,3;15,6;1,9;
2023-06-06;,1;25,5;11,2;1,3;
2023-06-07;,1;27,3;13,6;1,4;
2023-06-08;0;27,8;15,2;1,4;
2023-06-09;0;29,1;15,8;2,5;
2023-06-10;0;27,2;16,8;1,8;
2023-06-11;70;18,7;10,9;1,5;
2023-06-12;,2;14,7;6,7;,9;
2023-06-13;0;15,8;5,2;1,8;
2023-06-14;1;16,7;11,4;2,8;
2023-06-15;9,5;16,3;13,5;3,8;
2023-06-16;141,7;15,6;14;2,1;
2023-06-17;16,6;17;11,1;1,8;
2023-06-18;0;16,6;7,5;1,9;
2023-06-19;0;18,8;5,1;1,5;
2023-06-20;0;21,1;9,7;1,3;
2023-06-21;0;18,5;12,3;,8;
2023-06-22;6,9;19,9;14,7;2,1;
2023-06-23;2,4;20,3;15,1;1,1;
2023-06-24;1,3;28,1;15,6;1,6;
2023-06-25;0;23,8;17,8;1;
2023-06-26;1,3;29,5;17,4;1,5;
2023-06-27;0;28;18;2;
2023-06-28;0;22,5;14,7;2;
2023-06-29;3,6;17,5;8,2;1,2;
2023-06-30;0;19,1;9,4;1,6;
2023-07-01;0;18,4;11,3;1,3;
2023-07-02;0;19,1;14,3;1,4;
2023-07-03;0;25,7;13,8;1,2;
2023-07-04;0;26,2;13,1;1,3;
2023-07-05;0;20,3;14;1,2;
2023-07-06;0;27,4;12,6;1,4;
2023-07-07;3,4;18,3;16,5;1,9;
2023-07-08;42,6;20,5;15;1,8;
2023-07-09;,2;25,1;13,4;1,4;
2023-07-10;0;20,5;15;1,1;
2023-07-11;0;19,2;14,4;3,2;
2023-07-12;6,4;18,1;15,2;2,8;
2023-07-13;55,1;17,3;9,8;3,7;
2023-07-14;34,4;15,6;9,2;2;
2023-07-15;0;18,3;4,6;,9;
2023-07-16;0;12,8;9;1,6;
2023-07-17;0;15,4;8;1,7;
2023-07-18;0;14;5,6;1,5;
2023-07-19;0;17,9;6,2;2,5;
2023-07-20;0;24,9;12,4;1,3;
2023-07-21;10,2;29,3;15,2;1,8;
2023-07-22;0;29,9;15,1;1,9;
2023-07-23;0;29;16,3;2,4;
2023-07-24;0;19,4;15,4;2,7;
2023-07-25;3;18,8;15,5;,8;
2023-07-26;29,8;23,1;16,6;2,7;
2023-07-27;0;18,8;10,4;1,4;
2023-07-28;29,8;17,1;9,9;1,4;
2023-07-29;,1;17,1;7;1,5;
2023-07-30;0;22,6;7,4;1;
2023-07-31;0;25,1;11,5;1,4;
2023-08-01;0;27,7;12,2;1,4;
2023-08-02;0;28,5;14,2;1,2;
2023-08-03;0;21,1;14,8;2,4;
2023-08-04;0;21,9;14,9;1;
2023-08-05;0;20,2;16,3;2,3;
2023-08-06;,1;31;16;1,4;
2023-08-07;0;24,2;13,2;2,9;
2023-08-08;11;19,7;12;3,6;
2023-08-09;0;18,6;14,4;2,8;
2023-08-10;20,8;27,8;15,8;2,2;
